"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Textures/Vojtr_Mat.Vojtr_Mat","0","0","14","1","0.000000","0","0"
"/Game/Textures/terrain_mat.terrain_mat","0","0","693","11","0.000000","0","804"
"/Game/Models/Foliage/foliage_mat.foliage_mat","0","0","62","1","0.000000","0","0"
"/Game/Models/Cross/Material.Material","0","0","28","1","0.000000","0","0"
"/Game/Models/Cross/Material_001.Material_001","0","0","28","1","0.000000","0","0"
"/Game/LevelPrototyping/Textures/T_GridChecker_A_Mat.T_GridChecker_A_Mat","0","0","14","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/UI/Message.Message","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","0","0","60","2","0.000000","0","30"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","58","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","138","3","0.000000","0","46"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","28","2","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","52","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Game/UI/Circle.Circle","49","0","26","1","0.000000","0","0"
"/Game/Models/Table/Material.Material","49","0","28","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","0","40","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/BrownCan/Material_003.Material_003","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/BrownCan_resized/Material_006.Material_006","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/BrownCan_resized/Material_003.Material_003","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/RedCan_resized/Material_006.Material_006","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/RedCan_resized/Material_003.Material_003","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/RedCan/Material_006.Material_006","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/RedCan/Material_003.Material_003","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/GreenCan_resized/Material_006.Material_006","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/GreenCan_resized/Material_003.Material_003","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/GreenCan/Material_006.Material_006","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/GreenCan/Material_003.Material_003","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/DarkBlueCan/Material_006.Material_006","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/DarkBlueCan/Material_003.Material_003","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/BrownCan/Material_006.Material_006","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/BlueBottle/Material_003.Material_003","49","0","28","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/BlueBottle/Material_002.Material_002","49","0","28","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/BlueBottle/Material_001.Material_001","49","0","28","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/BigBottle_resized/Material_003.Material_003","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/BigBottle_resized/Material_002.Material_002","49","0","14","1","0.000000","0","0"
"/Game/Inventory/Items/Models/Consumables/BigBottle_resized/Material_001.Material_001","49","0","14","1","0.000000","0","0"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","49","0","35","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","54","2","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","22","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","111","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","1010","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","4","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","82","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","62","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","33","1","0.000000","0","0"
"/Game/Textures/obsidian_480p_Pillar.obsidian_480p_Pillar","49","0","23","1","0.000000","0","0"
"/Game/Textures/1-removebg-preview_Mat.1-removebg-preview_Mat","49","0","33","1","0.000000","0","0"
"/Game/Textures/WEARESTILLHERE_Mat.WEARESTILLHERE_Mat","49","0","46","1","0.000000","0","0"
"/Game/Models/Nature/Material_001.Material_001","49","0","46","1","0.000000","0","0"
"/Game/Models/Nature/Material_002.Material_002","49","0","46","1","0.000000","0","0"
"/Game/Textures/obsidian_480p_Mat.obsidian_480p_Mat","49","0","23","1","0.000000","0","0"
"/Game/Textures/Vojtr_Mat.Vojtr_Mat","49","0","14","1","0.000000","0","0"
"/Game/Textures/terrain_mat.terrain_mat","49","0","693","11","0.000000","0","804"
"/Game/Models/Foliage/foliage_mat.foliage_mat","49","0","66","1","0.000000","0","0"
"/Game/Models/Cross/Material.Material","49","0","28","1","0.000000","0","0"
"/Game/Models/Cross/Material_001.Material_001","49","0","28","1","0.000000","0","0"
"/Game/LevelPrototyping/Textures/T_GridChecker_A_Mat.T_GridChecker_A_Mat","49","0","14","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","4","1","0.000000","0","0"
"/Game/UI/Message.Message","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","44","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","68","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","10","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","49","0","60","2","0.000000","0","30"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","49","0","62","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","49","0","70","6","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","49","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","0","144","6","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","0","138","3","0.000000","0","46"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","0","46","2","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","66","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","92","1","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","49","0","144","6","0.000000","0","0"
